facilityId,facilityName,siteAddress,streetNumber,streetDirection,streetName,streetType,streetUnit,city,state,zip,typeOfFacility,categoryOfFacility,inspectionType,inspectionDate,violationCode,violation,violationPoints,violationType,violationStatus,inspectionScore,location,concat_address,split_coords,google_coords
FA0003562,WAFFLE LAB THE,1155 13TH ST,1155,,13TH,ST,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,REGULAR INSPECTION (30 DAYS),2/1/2018,14D,Lighting,0,Non-Critical,In,17,"1155 13TH ST
BOULDER, CO 80302
(40.008346, -105.276223)",1155 13TH ST BOULDER CO USA,"40.008346, -105.276223","40.0083475,-105.2765761"
FA0000236,SHORTSTOP FAIRVIEW,7498 E ARAPAHOE RD,7498,E,ARAPAHOE,RD,,BOULDER,CO,803031512,GROCERY STORE W DELI 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,2/19/2014,04A,Manual,0,Critical,In,0,"7498 E ARAPAHOE RD
BOULDER, CO 803031512
(40.014567, -105.178536)",7498 E ARAPAHOE RD BOULDER CO USA,"40.014567, -105.178536","39.5942668,-104.9035909"
FA0001309,FIRST WATCH RESTAURANTS,2055 KEN PRATT BLVD,2055,,KEN PRATT,BLVD,,LONGMONT,CO,80501,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,9/11/2017,03F,Food Thermometer,0,Critical,In,30,"2055 KEN PRATT BLVD
LONGMONT, CO 80501
(40.143484, -105.127961)",2055 KEN PRATT BLVD LONGMONT CO USA,"40.143484, -105.127961","40.14328039999999,-105.1275858"
FA0004969,JUICE BEE THE,1048 PEARL ST UNIT 109,1048,,PEARL,ST,109,BOULDER,CO,80302,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,11/6/2019,FC32,Variance obtained for specialized processing methods,5,,Not Observed,10,"1048 PEARL ST UNIT 109
BOULDER, CO 80302
(40.01749, -105.281948)",1048 PEARL ST UNIT 109 BOULDER CO USA,"40.01749, -105.281948","40.0171379,-105.2817021"
FA0002757,LAGUNA AUTHENTIC MEXICAN RESTAURANT,645 TENACITY DR UNIT A,645,,TENACITY,DR,A,LONGMONT,CO,80504,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,8/1/2014,14C,Floors Walls Ceilings,0,Non-Critical,Not Observed,30,"645 TENACITY DR UNIT A
LONGMONT, CO 80504
(40.135432, -105.103135)",645 TENACITY DR UNIT A LONGMONT CO USA,"40.135432, -105.103135","40.1353084,-105.1032596"
FA0003317,PIZZERIA BASTA,3601 ARAPAHOE AVE UNIT D-181,3601,,ARAPAHOE,AVE,D-181,BOULDER,CO,80303,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,2/18/2015,03B,Rapidly Reheat to 165 Degrees or Greater,0,Critical,Not Observed,15,"3601 ARAPAHOE AVE UNIT D-181
BOULDER, CO 80303
(40.014686, -105.248032)",3601 ARAPAHOE AVE UNIT D-181 BOULDER CO USA,"40.014686, -105.248032","40.0152135,-105.2482341"
FA0004647,REELFISH FISH AND CHIPS,2770 ARAPAHOE RD UNIT 112,2770,,ARAPAHOE,RD,112,LAFAYETTE,CO,80026,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,10/19/2016,04C,In Place,0,Critical,In,15,"2770 ARAPAHOE RD UNIT 112
LAFAYETTE, CO 80026
(40.014659, -105.131651)",2770 ARAPAHOE RD UNIT 112 LAFAYETTE CO USA,"40.014659, -105.131651","40.0137327,-105.1328379"
FA0003470,GURKHAS DUMPLING AND CURRY HOUSE,2525 ARAPAHOE AVE UNIT H-5B,2525,,ARAPAHOE,AVE,H-5B,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,8/18/2016,02D,Hygienic Practices,0,Critical,In,50,"2525 ARAPAHOE AVE UNIT H-5B
BOULDER, CO 80302
(40.014691, -105.26231)",2525 ARAPAHOE AVE UNIT H-5B BOULDER CO USA,"40.014691, -105.26231","40.0152398,-105.2600413"
FA0000680,CYCLHOPS,600 S AIRPORT RD UNIT C,600,S,AIRPORT,RD,C,LONGMONT,CO,80503,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,REGULAR INSPECTION (30 DAYS),5/2/2014,12B,Non-Food Contact Surfaces Cleaning,0,Non-Critical,In,1,"600 S AIRPORT RD UNIT C
LONGMONT, CO 80503
(40.151933, -105.154535)",600 S AIRPORT RD UNIT C LONGMONT CO USA,"40.151933, -105.154535","40.1518294,-105.1537064"
FA0003794,MOES ORIGINAL BBQ PLAZA (SPECIAL EVENT),675 30TH ST,675,,30TH,ST,,Boulder,CO,80303,SPECIAL EVENT,SPECIAL EVENT,ROUTINE INSPECTION,10/27/2018,07A,Evidence of Insects or Rodents,0,Critical,In,0,"675 30TH ST
Boulder, CO 80303
(39.999553, -105.253037)",675 30TH ST Boulder CO USA,"39.999553, -105.253037","39.9991487,-105.2540857"
FA0005355,MOES ORIGINAL BBQ FIELDHOUSE (SPECIAL EVENT),675 30TH ST UNIT B,675,,30TH,ST,B,Boulder,CO,80303,SPECIAL EVENT,SPECIAL EVENT,ROUTINE INSPECTION,10/27/2018,01B,Wholesome Free of Spoilage,0,Critical,In,0,"675 30TH ST UNIT B
Boulder, CO 80303
(39.999553, -105.253037)",675 30TH ST UNIT B Boulder CO USA,"39.999553, -105.253037","39.9991487,-105.2540857"
FA0005246,TACOS LA FAMILIA #1 (MOBILE),800 S HOVER ST UNIT 9,800,S,HOVER,ST,9,Longmont,CO,80501,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,REGULAR INSPECTION (30 DAYS),6/22/2018,07C,Animals Prohibited,0,Critical,In,69,"800 S HOVER ST UNIT 9
Longmont, CO 80501
(40.151473, -105.130623)",800 S HOVER ST UNIT 9 Longmont CO USA,"40.151473, -105.130623","40.1517016,-105.1277685"
FA0003801,LUCKYS MARKET BAKEHOUSE,3990 BROADWAY ST,3990,,BROADWAY,ST,,BOULDER,CO,80304,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,7/29/2015,06B,Accessible,0,Critical,In,0,"3990 BROADWAY ST
BOULDER, CO 80304
(40.047525, -105.282086)",3990 BROADWAY ST BOULDER CO USA,"40.047525, -105.282086","40.0476013,-105.2817023"
FA0004862,TACO JUNKY (TEMP EVENT),149 13TH ST,149,,13TH,ST,,BOULDER,CO,80302,TEMP EVENT ON SITE PREP,TEMPORARY EVENTS,REGULAR INSPECTION (30 DAYS),3/12/2016,14A,Plumbing Installed Maintained,0,Non-Critical,Not Observed,27,"149 13TH ST
BOULDER, CO 80302",149 13TH ST BOULDER CO USA,,"40.0283496,-105.2802913"
FA0004964,MOTHERLODE CAFE,6315 LOOKOUT RD,6315,,LOOKOUT,RD,,BOULDER,CO,80301,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,REGULAR INSPECTION (30 DAYS),10/19/2016,08A,Properly Stored,0,Critical,In,73,"6315 LOOKOUT RD
BOULDER, CO 80301
(40.071185, -105.206403)",6315 LOOKOUT RD BOULDER CO USA,"40.071185, -105.206403","40.0717955,-105.2064543"
FA0003849,TIMES COLLABORATIVE THE,338 MAIN ST,338,,MAIN,ST,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,RETAIL COMMISSARY,REGULAR INSPECTION (30 DAYS),9/15/2017,04B,Mechanical,0,Critical,Not Applicable,32,"338 MAIN ST
LONGMONT, CO 80501
(40.164731, -105.102515)",338 MAIN ST LONGMONT CO USA,"40.164731, -105.102515","40.164739,-105.1023022"
FA0004493,GUCKENHEIMER@ GOOGLE (GRAB & GO),2590 PEARL ST,2590,,PEARL,ST,,BOULDER,CO,80302,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,9/2/2015,08A,Properly Stored,0,Critical,In,0,"2590 PEARL ST
BOULDER, CO 80302
(40.021686, -105.261022)",2590 PEARL ST BOULDER CO USA,"40.021686, -105.261022","40.0213656,-105.2612052"
FA0005393,GUCKENHEIMER@ GOOGLE - COUNTER THE,3333 WALNUT ST,3333,,WALNUT,ST,,Boulder,CO,80301,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,6/25/2019,FC35,Approved thawing methods used,2,,Not Observed,0,"3333 WALNUT ST
Boulder, CO 80301
(40.019865, -105.249074)",3333 WALNUT ST Boulder CO USA,"40.019865, -105.249074","40.0202053,-105.2489631"
FA0005508,GUCKENHEIMER@ 2600 BARISTA,2600 PEARL ST,2600,,PEARL,ST,,Boulder,CO,80302,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),11/5/2019,FC32,Variance obtained for specialized processing methods,5,,Not Applicable,0,"2600 PEARL ST
Boulder, CO 80302
(40.021932, -105.259848)",2600 PEARL ST Boulder CO USA,"40.021932, -105.259848","40.0215496,-105.2602588"
FA0003540,BOULDER BOWLS (MOBILE),2825 WILDERNESS PL UNIT 500,2825,,WILDERNESS,PL,500,BOULDER,CO,80301,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,7/8/2016,03B,Rapidly Reheat to 165 Degrees or Greater,0,Critical,Not Applicable,10,"2825 WILDERNESS PL UNIT 500
BOULDER, CO 80301
(40.025919, -105.248834)",2825 WILDERNESS PL UNIT 500 BOULDER CO USA,"40.025919, -105.248834","40.0256921,-105.2493122"
FA0000667,TIP TOP SAVORY PIES,6565 GUNPARK DR UNIT 190,6565,,GUNPARK,DR,190,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,1/30/2019,FC09,No bare hand contact with RTE food or a pre-approved alternative procedure properly allowed,25,Critical,In,10,"6565 GUNPARK DR UNIT 190
BOULDER, CO 80301
(40.070008, -105.201443)",6565 GUNPARK DR UNIT 190 BOULDER CO USA,"40.070008, -105.201443","40.0711303,-105.2004071"
FA0004626,BIG DADDYS TEXAS BBQ (MOBILE),2510 47th ST 201,2510,,47th,ST,201,BOULDER,CO,80303,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,REGULAR INSPECTION (30 DAYS),7/21/2016,09A,Original Container Properly Labeled,0,Non-Critical,In,0,"2510 47th ST 201
BOULDER, CO 80303",2510 47th ST 201 BOULDER CO USA,,"40.0261809,-105.242967"
FA0005443,PUPUSAS @ BLDR FARM MRKT (SPECIAL EVENT),1611 PEARL ST,1611,,PEARL,ST,,Boulder,CO,80302,SPECIAL EVENT,SPECIAL EVENT,REGULAR INSPECTION (30 DAYS),4/6/2019,FC38,"Insects, rodents, & animals not present",10,,In,0,"1611 PEARL ST
Boulder, CO 80302
(40.019048, -105.274408)",1611 PEARL ST Boulder CO USA,"40.019048, -105.274408","40.01923,-105.2744535"
FA0001370,D P DOUGH,1310 COLLEGE AVE UNIT 270,1310,,COLLEGE,AVE,270,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),5/22/2017,08A,Properly Stored,0,Critical,In,23,"1310 COLLEGE AVE UNIT 270
BOULDER, CO 80302
(40.007302, -105.275896)",1310 COLLEGE AVE UNIT 270 BOULDER CO USA,"40.007302, -105.275896","40.007136,-105.2759419"
FA0002826,FIOR DI GELATO,1021 PEARL ST,1021,,PEARL,ST,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),8/27/2013,02G,No Bare Hand Contact,0,Critical,In,55,"1021 PEARL ST
BOULDER, CO 80302
(40.01748, -105.281997)",1021 PEARL ST BOULDER CO USA,"40.01748, -105.281997","40.01776539999999,-105.2821346"
FA0001017,TUNE UP AT FULL CYCLE,2355 30TH ST,2355,,30TH,ST,,BOULDER,CO,803011103,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,4/11/2014,04A,Manual,0,Critical,In,10,"2355 30TH ST
BOULDER, CO 803011103
(40.024471, -105.253682)",2355 30TH ST BOULDER CO USA,"40.024471, -105.253682","40.0246411,-105.2541237"
FA0005191,CHEBA HUT LONGMONT,635 MAIN ST,635,,MAIN,ST,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),11/13/2017,06B,Accessible,0,Critical,In,10,"635 MAIN ST
LONGMONT, CO 80501
(40.170314, -105.102503)",635 MAIN ST LONGMONT CO USA,"40.170314, -105.102503","40.1702439,-105.1030099"
FA0002145,PIZZA 314,1313 COLLEGE AVE,1313,,COLLEGE,AVE,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,4/22/2013,01C,Cross Contamination,0,Critical,In,30,"1313 COLLEGE AVE
BOULDER, CO 80302
(40.007302, -105.27587)",1313 COLLEGE AVE BOULDER CO USA,"40.007302, -105.27587","40.0074249,-105.2757893"
FA0001269,IHOP 2071,401 CENTER DR,401,,CENTER,DR,,SUPERIOR,CO,80027,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,REGULAR INSPECTION (30 DAYS),1/26/2018,14D,Lighting,0,Non-Critical,Not Observed,20,"401 CENTER DR
SUPERIOR, CO 80027
(39.957698, -105.17076)",401 CENTER DR SUPERIOR CO USA,"39.957698, -105.17076","39.9578334,-105.1705349"
FA0002830,CHICKEN JACKS,26 KEN PRATT BLVD,26,,KEN PRATT,BLVD,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,10/14/2016,04C,In Place,0,Critical,In,15,"26 KEN PRATT BLVD
LONGMONT, CO 80501
(40.152527, -105.09409)",26 KEN PRATT BLVD LONGMONT CO USA,"40.152527, -105.09409","40.1530524,-105.0942631"
FA0005236,HAMPTON INN & SUITES,317 EXEMPLA CIR,317,,EXEMPLA,CIR,,Lafayette,CO,80026,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),5/18/2018,04C,In Place,0,Critical,In,0,"317 EXEMPLA CIR
Lafayette, CO 80026
(39.972355, -105.087143)",317 EXEMPLA CIR Lafayette CO USA,"39.972355, -105.087143","39.9728325,-105.0871152"
FA0005534,MAINE EVENT THE (MOBILE),338 MAIN ST,338,,MAIN,ST,,Longmont,CO,80501,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,REGULAR INSPECTION (30 DAYS),10/8/2019,FC35,Approved thawing methods used,2,,Not Observed,30,"338 MAIN ST
Longmont, CO 80501
(40.164731, -105.102515)",338 MAIN ST Longmont CO USA,"40.164731, -105.102515","40.164739,-105.1023022"
FA0002478,SPRINGHILL SUITES BOULDER LONGMONT,1470 DRY CREEK DR,1470,,DRY CREEK,DR,,LONGMONT,CO,80503,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,6/3/2014,03A,Cooling Methods,0,Critical,Not Applicable,25,"1470 DRY CREEK DR
LONGMONT, CO 80503
(40.139402, -105.133764)",1470 DRY CREEK DR LONGMONT CO USA,"40.139402, -105.133764","40.13909659999999,-105.1331593"
FA0003605,MCCASLIN THAI,316 S MCCASLIN BLVD,316,S,MCCASLIN,BLVD,,LOUISVILLE,CO,80027,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,11/6/2017,02G,No Bare Hand Contact,0,Critical,In,35,"316 S MCCASLIN BLVD
LOUISVILLE, CO 80027
(39.965861, -105.163315)",316 S MCCASLIN BLVD LOUISVILLE CO USA,"39.965861, -105.163315","39.96546230000001,-105.1614907"
FA0001432,ORANGE TENT THE (SPECIAL EVENT),5575 55TH ST,5575,,55TH,ST,,Boulder,CO,80303,SPECIAL EVENT,SPECIAL EVENT,ROUTINE INSPECTION,5/16/2015,14D,Lighting,0,Non-Critical,Not Observed,0,"5575 55TH ST
Boulder, CO 80303",5575 55TH ST Boulder CO USA,,"39.9924359,-105.2200076"
FA0000056,MOJO TAQUERIA,216 E MAIN ST,216,E,MAIN,ST,,LYONS,CO,805400000,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,REGULAR INSPECTION (30 DAYS),8/8/2017,01F,Consumer Advisory,5,Critical,Out,10,"216 E MAIN ST
LYONS, CO 805400000",216 E MAIN ST LYONS CO USA,,"40.22345670000001,-105.2656871"
FA0005066,FAIRWAYS GOLF,1 SUPERIOR DR,1,,SUPERIOR,DR,,SUPERIOR,CO,80027,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),4/14/2017,04A,Manual,0,Critical,In,3,"1 SUPERIOR DR
SUPERIOR, CO 80027
(39.952182, -105.15962)",1 SUPERIOR DR SUPERIOR CO USA,"39.952182, -105.15962","39.9527344,-105.158882"
FA0003326,"PRICKLY PEAR TAVERN, THE",160 E MAIN ST,160,E,MAIN,ST,,LYONS,CO,80540,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,6/29/2016,02C,Hands Washed As Needed,0,Critical,Not Observed,35,"160 E MAIN ST
LYONS, CO 80540",160 E MAIN ST LYONS CO USA,,"40.2229118,-105.2651252"
FA0002436,FIVE GUYS BURGERS,1708 N MAIN ST UNIT 300,1708,N,MAIN,ST,300,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),1/21/2014,09A,Original Container Properly Labeled,0,Non-Critical,Not Observed,0,"1708 N MAIN ST UNIT 300
LONGMONT, CO 80501
(40.189226, -105.102329)",1708 N MAIN ST UNIT 300 LONGMONT CO USA,"40.189226, -105.102329","40.1891957,-105.101722"
FA0004744,DIZZY FAMILY FUN CENTER (TEMPORARY EVENT),455 WEAVER PARK RD,455,,WEAVER PARK,RD,,LONGMONT,CO,80501,TEMP EVENT ON SITE PREP,TEMPORARY EVENTS,ROUTINE INSPECTION,8/6/2019,FC32,Variance obtained for specialized processing methods,5,,Not Observed,0,"455 WEAVER PARK RD
LONGMONT, CO 80501
(40.16238, -105.08243)",455 WEAVER PARK RD LONGMONT CO USA,"40.16238, -105.08243","40.1617384,-105.0825938"
FA0005142,FRESH BREADS AND PASTRIES (SPECIAL EVENT),1070 S UNION BLVD,1070,S,UNION,BLVD,,LAKEWOOD,CO,80228,SPECIAL EVENT,SPECIAL EVENT,ROUTINE INSPECTION,10/7/2017,02A,Personnel With Infections Restricted,0,Critical,In,0,"1070 S UNION BLVD
LAKEWOOD, CO 80228
(39.69718, -105.129378)",1070 S UNION BLVD LAKEWOOD CO USA,"39.69718, -105.129378","39.6970315,-105.1288806"
FA0000491,(CU) LIBBY DINING CENTER,UNIVERSITY OF COLORADO,,,UNIVERSITY OF COLORADO,,,BOULDER,CO,80309,RESTAURANT MORE THAN 200 SEATS,RESIDENTIAL FACILITIES,ROUTINE INSPECTION,4/10/2014,14F,Locker Rooms,0,Non-Critical,Not Observed,0,"UNIVERSITY OF COLORADO
BOULDER, CO 80309",UNIVERSITY OF COLORADO BOULDER CO USA,,"40.00758099999999,-105.2659417"
FA0002670,BIG DADDYS PIZZA,1280 CENTAUR VILLAGE DR UNIT 11,1280,,CENTAUR VILLAGE,DR,11,LAFAYETTE,CO,80026,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),1/20/2015,01F,Consumer Advisory,0,Critical,Not Applicable,10,"1280 CENTAUR VILLAGE DR UNIT 11
LAFAYETTE, CO 80026
(39.987478, -105.107815)",1280 CENTAUR VILLAGE DR UNIT 11 LAFAYETTE CO USA,"39.987478, -105.107815","39.987316,-105.10691"
FA0005172,SOL COFFEE (MOBILE),471 MAIN ST,471,,MAIN,ST,,LONGMONT,CO,80501,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,6/18/2019,FC25,Consumer advisory provided for raw/undercooked food,5,Critical,Not Applicable,10,"471 MAIN ST
LONGMONT, CO 80501
(40.167104, -105.102507)",471 MAIN ST LONGMONT CO USA,"40.167104, -105.102507","40.1671014,-105.1028936"
FA0000159,AVANTI F&B COMMISSARY & BARS,1401 PEARL ST,1401,,PEARL,ST,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,RETAIL COMMISSARY,ROUTINE INSPECTION,4/24/2017,04A,Manual,0,Critical,In,12,"1401 PEARL ST
BOULDER, CO 80302
(40.018448, -105.277366)",1401 PEARL ST BOULDER CO USA,"40.018448, -105.277366","40.018652,-105.2771752"
FA0004858,MY NEIGHBOR FELIX,901 PEARL ST,901,,PEARL,ST,,BOULDER,CO,80302,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,REGULAR INSPECTION (30 DAYS),4/7/2016,05C,Backflow Back Siphonage,0,Critical,In,20,"901 PEARL ST
BOULDER, CO 80302
(40.017169, -105.283458)",901 PEARL ST BOULDER CO USA,"40.017169, -105.283458","40.0173605,-105.2835411"
FA0001451,DOMINOS PIZZA 6232,1106 N MAIN ST,1106,N,MAIN,ST,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,6/6/2014,12B,Non-Food Contact Surfaces Cleaning,0,Non-Critical,Not Observed,15,"1106 N MAIN ST
LONGMONT, CO 80501
(40.178159, -105.102432)",1106 N MAIN ST LONGMONT CO USA,"40.178159, -105.102432","40.17812869999999,-105.1019137"
FA0002562,ND STREETBAR,1035 PEARL ST,1035,,PEARL,ST,,BOULDER,CO,80302,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,3/13/2017,08B,Properly Labeled,0,Critical,In,20,"1035 PEARL ST
BOULDER, CO 80302
(40.01752, -105.281808)",1035 PEARL ST BOULDER CO USA,"40.01752, -105.281808","40.0177735,-105.2819288"
FA0000443,EFRAINS II,1630 63RD ST UNIT 10,1630,,63RD,ST,10,BOULDER,CO,803012941,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,3/7/2013,08A,Properly Stored,0,Critical,In,20,"1630 63RD ST UNIT 10
BOULDER, CO 803012941
(40.015424, -105.206745)",1630 63RD ST UNIT 10 BOULDER CO USA,"40.015424, -105.206745","40.01538439999999,-105.2061839"
FA0001240,OLD OAK COFFEEHOUSE THE,136 2ND AVE UNIT B,136,,2ND,AVE,B,NIWOT,CO,80544,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),1/22/2015,03F,Food Thermometer,5,Critical,Out,28,"136 2ND AVE UNIT B
NIWOT, CO 80544
(40.103255, -105.172367)",136 2ND AVE UNIT B NIWOT CO USA,"40.103255, -105.172367","40.1033807,-105.1721789"
FA0005194,ND STREETBAR,1232 S HOVER ST UNIT C400,1232,S,HOVER,ST,C400,LONGMONT,CO,80501,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,REGULAR INSPECTION (30 DAYS),11/2/2017,11C,Chemical Test Kits Provided Accessible,0,Non-Critical,In,35,"1232 S HOVER ST UNIT C400
LONGMONT, CO 80501
(40.145147, -105.13073)",1232 S HOVER ST UNIT C400 LONGMONT CO USA,"40.145147, -105.13073","40.1474598,-105.1295603"
FA0002645,BIRDCALL 29TH ST,1675 29TH ST UNIT 1284,1675,,29TH,ST,1284,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,5/23/2016,01C,Cross Contamination,0,Critical,In,60,"1675 29TH ST UNIT 1284
BOULDER, CO 80301
(40.016178, -105.256155)",1675 29TH ST UNIT 1284 BOULDER CO USA,"40.016178, -105.256155","40.0163558,-105.2566462"
FA0004663,COFFEE BAR MEDTRONIC BOULDER,5920 LONGBOW DR UNIT 2,5920,,LONGBOW,DR,2,BOULDER,CO,80301,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),10/30/2017,03D,Required Cooking Temperature,0,Critical,Not Applicable,5,"5920 LONGBOW DR UNIT 2
BOULDER, CO 80301
(40.064309, -105.215132)",5920 LONGBOW DR UNIT 2 BOULDER CO USA,"40.064309, -105.215132","40.0640238,-105.2155232"
FA0004929,BOULDER BAKED,5290 ARAPAHOE AVE UNIT H,5290,,ARAPAHOE,AVE,H,BOULDER,CO,80303,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,REGULAR INSPECTION (30 DAYS),8/22/2016,11A,Refrigeration Units With Accurate Thermometers,0,Non-Critical,Not Observed,0,"5290 ARAPAHOE AVE UNIT H
BOULDER, CO 80303
(40.014608, -105.229634)",5290 ARAPAHOE AVE UNIT H BOULDER CO USA,"40.014608, -105.229634","40.0141177,-105.2298146"
FA0001072,SPOTTED JAMES THE,1911 11TH ST UNIT 100,1911,,11TH,ST,100,BOULDER,CO,803025126,LIMITED FOOD SERVICE CONVENIENCE OTHER,BARS FRATERNAL ORGANIZATIONS,ROUTINE INSPECTION,8/25/2017,09B,Food Protected from Contamination,0,Non-Critical,Not Observed,45,"1911 11TH ST UNIT 100
BOULDER, CO 803025126
(40.016901, -105.281041)",1911 11TH ST UNIT 100 BOULDER CO USA,"40.016901, -105.281041","40.0169521,-105.2813363"
FA0000010,MOXIE BREAD COMPANY,641 MAIN ST,641,,MAIN,ST,,LOUISVILLE,CO,800271827,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,REGULAR INSPECTION (30 DAYS),3/24/2014,08A,Properly Stored,0,Critical,In,7,"641 MAIN ST
LOUISVILLE, CO 800271827
(39.976678, -105.132138)",641 MAIN ST LOUISVILLE CO USA,"39.976678, -105.132138","39.9767175,-105.1323027"
FA0000851,TARGET STORE 64,2800 PEARL ST T64,2800,,PEARL,ST,T64,BOULDER,CO,803011123,GROCERY STORE W DELI MORE THAN 15000 SQ FT,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,8/19/2014,05C,Backflow Back Siphonage,0,Critical,In,25,"2800 PEARL ST T64
BOULDER, CO 803011123
(40.02253, -105.257515)",2800 PEARL ST T64 BOULDER CO USA,"40.02253, -105.257515","40.0218233,-105.2558731"
FA0005510,CROSSING NUTRITION THE,1455 COAL CREEK DR,1455,,COAL CREEK,DR,,Lafayette,CO,80026,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),10/14/2019,FC29,Compliance with variance / specialized process / HACCP,20,Critical,Not Applicable,15,"1455 COAL CREEK DR
Lafayette, CO 80026
(39.985685, -105.096395)",1455 COAL CREEK DR Lafayette CO USA,"39.985685, -105.096395","39.985591,-105.096899"
FA0000038,HOLY CREPE,1650 BROADWAY ST,1650,,BROADWAY,ST,,BOULDER,CO,803026219,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,REGULAR INSPECTION (30 DAYS),2/2/2015,02G,No Bare Hand Contact,0,Critical,In,35,"1650 BROADWAY ST
BOULDER, CO 803026219
(40.013895, -105.278603)",1650 BROADWAY ST BOULDER CO USA,"40.013895, -105.278603","40.0139508,-105.2782063"
