"facility_id","inspection_date","violation_category","lower"
"FA0002750","2014-11-20","equipment/utensil cleaning","non-food contact surfaces cleaning"
"FA0002750","2014-11-20","food temperature control","adequate equipment to maintain food temperatures"
"FA0002750","2014-11-20","physical facilities","premises maintained"
"FA0002750","2014-11-20","personnel","smoking eating drinking"
"FA0002750","2014-11-20","equipment design/contstruction","food-contact surfaces construction"
"FA0002750","2016-03-28","personnel","smoking eating drinking"
"FA0002750","2016-03-28","food temperature control","cold hold at 41 degrees or less"
"FA0002750","2016-03-28","toilets/handwashing","soap and drying devices"
"FA0002750","2016-03-28","poisons/toxins","properly labeled"
"FA0002750","2018-05-15","toilets/handwashing","physical facilities adequate toilet facilities"
"FA0002750","2018-05-15","physical facilities","floors walls ceilings"
"FA0002750","2018-05-15","food temperature control","cold hold at 41 degrees or less"
"FA0002750","2018-05-15","food temperature control","adequate equipment to maintain food temperatures"
"FA0002750","2018-05-15","food temperature control","refrigeration units with accurate thermometers"
"FA0002750","2018-05-15","water/sewage/plumbing","hot and cold water under pressure"
"FA0002750","2018-05-15","poisons/toxins","properly labeled"
"FA0002750","2018-05-15","food source","cross contamination"
"FA0002750","2019-06-18","personnel","certified food protection manager"
"FA0002750","2019-06-18","food temperature control","proper cold holding temperatures"
"FA0002750","2019-06-18","food source","proper date marking and disposition"
"FA0002757","2014-08-01","personnel","smoking eating drinking"
"FA0002757","2014-08-01","food temperature control","cold hold at 41 degrees or less"
"FA0002757","2014-08-01","food source","consumer advisory"
"FA0002757","2016-10-27","personnel","hygienic practices"
"FA0002757","2016-10-27","personnel","no bare hand contact"
"FA0002757","2016-10-27","food temperature control","cold hold at 41 degrees or less"
"FA0002757","2016-10-27","food source","consumer advisory"
"FA0002757","2019-10-10","personnel","certified food protection manager"
"FA0002757","2019-10-10","food source","consumer advisory provided for raw/undercooked food"
"FA0002757","2019-10-10","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0002757","2019-10-10","poisons/toxins","toxic substances properly identified, stored & used"
"FA0002757","2019-10-10","food temperature control","proper cold holding temperatures"
"FA0002757","2019-10-10","food labeling/protection","food separated and protected"
"FA0002758","2013-04-04","food temperature control","food thermometer"
"FA0002758","2013-04-04","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0002758","2013-04-04","physical facilities","lighting"
"FA0002758","2017-12-01","food temperature control","refrigeration units with accurate thermometers"
"FA0002758","2017-12-01","personnel","hygienic practices"
"FA0002758","2017-12-01","food labeling/protection","food protected from contamination"
"FA0002758","2017-12-01","personnel","training needed"
"FA0002758","2017-12-01","equipment design/contstruction","non-food contact surfaces construction"
"FA0002758","2017-12-01","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0002758","2017-12-01","food temperature control","cold hold at 41 degrees or less"
"FA0002758","2019-09-26","personnel","management, food employee and conditional employee; knowledge, responsibilities and reporting"
"FA0002758","2019-09-26","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0002758","2019-09-26","personnel","certified food protection manager"
"FA0002758","2019-09-26","personnel","procedures for responding to vomiting and diarrheal events"
"FA0002759","2015-01-21","water/sewage/plumbing","hot and cold water under pressure"
"FA0002759","2015-01-21","personnel","hygienic practices"
"FA0002759","2015-01-21","toilets/handwashing","soap and drying devices"
"FA0002759","2015-01-21","personnel","smoking eating drinking"
"FA0002759","2015-01-21","physical facilities","premises maintained"
"FA0002759","2015-01-21","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0002759","2017-06-19","food temperature control","cooling methods"
"FA0002759","2017-06-19","physical facilities","floors walls ceilings"
"FA0002759","2017-06-19","utensils","equipment utensils provided used, stored"
"FA0002759","2019-11-12","personnel","certified food protection manager"
"FA0002759","2019-11-12","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0002759","2019-11-12","personnel","procedures for responding to vomiting and diarrheal events"
"FA0002759","2019-11-12","food source","proper date marking and disposition"
"FA0002790","2016-04-04","food temperature control","cold hold at 41 degrees or less"
"FA0002790","2016-04-04","toilets/handwashing","accessible"
"FA0002790","2016-04-04","food temperature control","food thermometer"
"FA0002790","2016-04-04","toilets/handwashing","soap and drying devices"
"FA0002790","2016-04-04","personnel","no bare hand contact"
"FA0002790","2019-06-19","food temperature control","proper cold holding temperatures"
"FA0002790","2019-06-19","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0002790","2019-06-19","personnel","person in charge present, demonstrates knowledge, and performs duties"
"FA0002790","2019-06-19","personnel","certified food protection manager"
"FA0002792","2013-10-09","food temperature control","adequate equipment to maintain food temperatures"
"FA0002792","2013-10-09","food temperature control","cold hold at 41 degrees or less"
"FA0002792","2016-03-07","toilets/handwashing","soap and drying devices"
"FA0002811","2014-05-16","food labeling/protection","food protected from contamination"
"FA0002811","2014-05-16","utensils","equipment utensils provided used, stored"
"FA0002811","2014-05-16","personnel","hygienic practices"
"FA0002811","2014-05-16","food temperature control","cold hold at 41 degrees or less"
"FA0002811","2014-05-16","equipment/utensil cleaning","wiping cloths"
"FA0002811","2015-10-01","toilets/handwashing","accessible"
"FA0002811","2015-10-01","utensils","equipment utensils provided used, stored"
"FA0002811","2015-10-01","food temperature control","cold hold at 41 degrees or less"
"FA0002811","2015-10-01","physical facilities","floors walls ceilings"
"FA0002811","2015-10-01","food labeling/protection","food protected from contamination"
"FA0002811","2015-10-01","personnel","hygienic practices"
"FA0002811","2015-10-01","equipment/utensil cleaning","non-food contact surfaces cleaning"
"FA0002811","2015-10-01","utensils","single service articles stored dispensed used"
"FA0002811","2015-10-01","toilets/handwashing","soap and drying devices"
"FA0002811","2015-10-01","equipment/utensil cleaning","food contact surfaces cleaning"
"FA0002811","2017-07-11","food labeling/protection","food protected from contamination"
"FA0002811","2017-07-11","equipment/utensil cleaning","wiping cloths"
"FA0002811","2017-07-11","food source","consumer advisory"
"FA0002815","2014-03-04","food temperature control","cold hold at 41 degrees or less"
"FA0002815","2014-03-04","food temperature control","required cooking temperature"
"FA0002815","2014-03-04","food source","wholesome free of spoilage"
"FA0002815","2014-03-04","personnel","smoking eating drinking"
"FA0002815","2014-03-04","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0002815","2016-03-11","toilets/handwashing","soap and drying devices"
"FA0002815","2016-03-11","personnel","no bare hand contact"
"FA0002815","2016-03-11","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0002815","2016-03-11","equipment/utensil cleaning","mechanical"
"FA0002815","2016-03-11","food temperature control","cold hold at 41 degrees or less"
"FA0002815","2016-03-11","food source","wholesome free of spoilage"
"FA0002815","2016-03-11","personnel","hands washed as needed"
"FA0002815","2016-03-11","food source","cross contamination"
"FA0002815","2017-01-13","food temperature control","cold hold at 41 degrees or less"
"FA0002815","2017-01-13","food temperature control","cooling methods"
"FA0002815","2017-01-13","personnel","hands washed as needed"
"FA0002815","2017-01-13","food source","consumer advisory"
"FA0002815","2017-01-13","pest control","pesticide application"
"FA0002815","2017-01-13","toilets/handwashing","soap and drying devices"
"FA0002815","2018-01-24","personnel","hands washed as needed"
"FA0002815","2018-01-24","food temperature control","cold hold at 41 degrees or less"
"FA0002823","2014-06-27","food temperature control","cold hold at 41 degrees or less"
"FA0002823","2014-06-27","food temperature control","adequate equipment to maintain food temperatures"
"FA0002823","2015-10-27","food source","consumer advisory"
"FA0002823","2015-10-27","toilets/handwashing","soap and drying devices"
"FA0002823","2018-12-06","food temperature control","adequate equipment to maintain food temperatures"
"FA0002823","2018-12-06","food source","approved source"
"FA0002823","2018-12-06","toilets/handwashing","soap and drying devices"
"FA0002823","2018-12-06","food temperature control","cold hold at 41 degrees or less"
"FA0002823","2018-12-06","food source","consumer advisory"
"FA0002826","2013-08-27","food temperature control","cold hold at 41 degrees or less"
"FA0002826","2013-08-27","poisons/toxins","properly stored"
"FA0002826","2013-08-27","food temperature control","adequate equipment to maintain food temperatures"
"FA0002826","2013-08-27","equipment/utensil cleaning","mechanical"
"FA0002826","2016-01-11","food source","haccp plan"
"FA0002826","2016-01-11","food source","cross contamination"
"FA0002826","2017-05-24","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0002826","2017-05-24","food temperature control","food thermometer"
"FA0002828","2013-09-20","toilets/handwashing","soap and drying devices"
"FA0002828","2017-04-18","equipment/utensil cleaning","in place"
"FA0002830","2013-11-07","water/sewage/plumbing","sewage disposal"
"FA0002830","2016-10-14","food temperature control","cold hold at 41 degrees or less"
"FA0002830","2017-05-25","personnel","hands washed as needed"
"FA0002839","2014-03-19","water/sewage/plumbing","backflow back siphonage"
"FA0002839","2014-03-19","physical facilities","floors walls ceilings"
"FA0002839","2014-03-19","equipment design/contstruction","food-contact surfaces construction"
"FA0002839","2014-03-19","food source","approved source"
"FA0002839","2014-03-19","personnel","training needed"
"FA0002839","2014-03-19","food labeling/protection","food protected from contamination"
"FA0002839","2017-03-28","personnel","smoking eating drinking"
"FA0002839","2017-03-28","food temperature control","cold hold at 41 degrees or less"
"FA0002839","2017-03-28","equipment/utensil cleaning","manual"
"FA0002839","2017-03-28","food temperature control","adequate equipment to maintain food temperatures"
"FA0002839","2017-03-28","personnel","training needed"
"FA0002839","2018-09-04","poisons/toxins","properly stored"
