facility_name_plus,violations
LOUISVILLE - BUSABA - 133 MCCASLIN BLVD UNIT H,2015-03-24 - personnel - smoking eating drinking_2015-03-24 - poisons/toxins - properly labeled_2015-03-24 - food labeling/protection - food protected from contamination_2017-06-27 - personnel - hygienic practices_2019-12-05 - personnel - procedures for responding to vomiting and diarrheal events_2019-12-05 - food temperature control - proper cold holding temperatures_2019-12-05 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_
LOUISVILLE - CASA ALEGRE - 1006 PINE ST,2013-10-16 - food source - cross contamination_2013-10-16 - water/sewage/plumbing - backflow back siphonage_2013-10-16 - food source - wholesome free of spoilage_2013-10-16 - poisons/toxins - properly stored_2015-01-12 - personnel - smoking eating drinking_2015-01-12 - toilets/handwashing - adequate number location design_2016-01-28 - personnel - hands washed as needed_2016-01-28 - personnel - training needed_2016-01-28 - water/sewage/plumbing - backflow back siphonage_2016-01-28 - toilets/handwashing - soap and drying devices_2016-01-28 - toilets/handwashing - adequate number location design_2016-01-28 - personnel - smoking eating drinking_2016-01-28 - food temperature control - hot hold at 135 degrees farenheit or greater_2016-12-23 - water/sewage/plumbing - plumbing installed maintained_2016-12-23 - food temperature control - hot hold at 135 degrees farenheit or greater_2016-12-23 - physical facilities - floors walls ceilings_2016-12-23 - poisons/toxins - properly labeled_2016-12-23 - food source - cross contamination_2016-12-23 - food temperature control - rapidly reheat to 165 degrees or greater_2016-12-23 - pest control - evidence of insects or rodents_2016-12-23 - toilets/handwashing - adequate number location design_2016-12-23 - food labeling/protection - food protected from contamination_2016-12-23 - personnel - hands washed as needed_2017-06-05 - food temperature control - food thermometer_2017-06-05 - food temperature control - cooling methods_2017-06-05 - water/sewage/plumbing - sewage disposal_2017-06-05 - food temperature control - adequate equipment to maintain food temperatures_2017-06-05 - food temperature control - cold hold at 41 degrees or less_2017-06-05 - water/sewage/plumbing - hot and cold water under pressure_2017-06-05 - food source - consumer advisory_2017-06-05 - food source - cross contamination_2017-06-05 - toilets/handwashing - soap and drying devices_2017-06-05 - water/sewage/plumbing - plumbing installed maintained_2017-06-05 - personnel - hygienic practices_2017-11-30 - water/sewage/plumbing - sewage disposal_2017-11-30 - toilets/handwashing - soap and drying devices_2017-11-30 - personnel - hygienic practices_2017-11-30 - water/sewage/plumbing - hot and cold water under pressure_2019-08-27 - food source - proper date marking and disposition_2019-08-27 - food labeling/protection - food separated and protected_
LOUISVILLE - CHEF KING - 1355 SOUTH BOULDER RD C,2014-01-09 - utensils - no reuse of single service articles_2014-01-09 - food labeling/protection - food protected from contamination_2014-01-09 - poisons/toxins - properly labeled_2014-01-09 - food labeling/protection - original container properly labeled_2014-01-09 - personnel - smoking eating drinking_2014-04-01 - poisons/toxins - properly labeled_2014-04-01 - personnel - hygienic practices_2014-04-01 - personnel - smoking eating drinking_2014-04-01 - food temperature control - cold hold at 41 degrees or less_2014-04-01 - food source - cross contamination_2016-09-15 - food source - wholesome free of spoilage_2016-09-15 - water/sewage/plumbing - plumbing installed maintained_2016-09-15 - equipment design/contstruction - non-food contact surfaces construction_
LOUISVILLE - CHIPOTLE MEXICAN GRILL #114 - 375 S MCCASLIN BLVD D,2014-07-29 - food labeling/protection - food protected from contamination_2016-05-26 - food temperature control - cold hold at 41 degrees or less_2018-11-13 - food temperature control - hot hold at 135 degrees farenheit or greater_2019-08-02 - food temperature control - proper hot holding temperatures_
LOUISVILLE - CINEBARRE - 1164 W DILLION RD,2014-10-28 - physical facilities - premises maintained_2014-10-28 - poisons/toxins - properly labeled_2014-10-28 - food labeling/protection - food protected from contamination_2014-10-28 - pest control - evidence of insects or rodents_2014-10-28 - water/sewage/plumbing - hot and cold water under pressure_2016-11-02 - toilets/handwashing - soap and drying devices_2016-11-02 - food labeling/protection - food protected from contamination_2016-11-02 - water/sewage/plumbing - plumbing installed maintained_2016-11-02 - equipment/utensil cleaning - manual_2016-11-02 - poisons/toxins - properly labeled_
LOUISVILLE - COURTYARD LOUISVILLE MARRIOTT - 948 W DILLON RD,"2015-02-12 - toilets/handwashing - soap and drying devices_2017-05-15 - equipment/utensil cleaning - mechanical_2017-05-15 - equipment/utensil cleaning - chemical test kits provided accessible_2019-12-18 - personnel - management, food employee and conditional employee; knowledge, responsibilities and reporting_2019-12-18 - food temperature control - proper cold holding temperatures_"
LOUISVILLE - DOUBLE HAPPY RESTAURANT - 740 MAIN ST,2013-03-14 - water/sewage/plumbing - backflow back siphonage_2013-03-14 - poisons/toxins - properly stored_2013-03-14 - food temperature control - cold hold at 41 degrees or less_2013-03-14 - food temperature control - food thermometer_2013-03-14 - personnel - hygienic practices_2016-01-11 - physical facilities - lighting_2016-01-11 - water/sewage/plumbing - backflow back siphonage_2016-01-11 - personnel - hygienic practices_2016-01-11 - food temperature control - cold hold at 41 degrees or less_2016-01-11 - personnel - smoking eating drinking_2016-01-11 - equipment design/contstruction - food-contact surfaces construction_2016-01-11 - food labeling/protection - food protected from contamination_2016-01-11 - physical facilities - premises maintained_2017-12-19 - food labeling/protection - food protected from contamination_2017-12-19 - water/sewage/plumbing - backflow back siphonage_2017-12-19 - toilets/handwashing - adequate number location design_2017-12-19 - pest control - pesticide application_2017-12-19 - food source - consumer advisory_
LOUISVILLE - EMPIRE LOUNGE AND RESTAURANT - 816 MAIN ST,2014-01-07 - food temperature control - cold hold at 41 degrees or less_2014-01-07 - food labeling/protection - original container properly labeled_2014-01-07 - equipment/utensil cleaning - manual_2014-01-07 - equipment/utensil cleaning - food contact surfaces cleaning_2014-01-07 - equipment design/contstruction - non-food contact surfaces construction_2014-01-07 - personnel - smoking eating drinking_2014-01-07 - water/sewage/plumbing - plumbing installed maintained_2014-01-07 - food source - consumer advisory_2017-10-13 - food labeling/protection - food protected from contamination_2017-10-13 - food temperature control - cold hold at 41 degrees or less_2017-10-13 - poisons/toxins - properly stored_2017-10-13 - personnel - smoking eating drinking_2017-10-13 - water/sewage/plumbing - hot and cold water under pressure_2017-10-13 - food source - haccp plan_2017-10-13 - equipment/utensil cleaning - wiping cloths_2017-10-13 - food source - consumer advisory_2017-10-13 - food temperature control - adequate equipment to maintain food temperatures_2017-10-13 - personnel - hygienic practices_2018-07-09 - toilets/handwashing - soap and drying devices_2018-07-09 - food temperature control - hot hold at 135 degrees farenheit or greater_2018-07-09 - poisons/toxins - properly labeled_2018-07-09 - food temperature control - cold hold at 41 degrees or less_2018-07-09 - food source - cross contamination_2018-07-09 - pest control - evidence of insects or rodents_2018-07-09 - personnel - smoking eating drinking_
LOUISVILLE - GAIA CAFE - 833 W SOUTH BOULDER RD BLDG G,2016-11-07 - physical facilities - floors walls ceilings_2016-11-07 - toilets/handwashing - soap and drying devices_
LOUISVILLE - GIOVANNITTI COFFEE - 801 MAIN ST UNIT 110,2015-02-12 - food temperature control - food thermometer_2017-04-18 - personnel - no bare hand contact_2017-04-18 - poisons/toxins - properly labeled_
LOUISVILLE - GRILL AT COAL CREEK THE - 585 W DILLON RD,2015-07-16 - equipment/utensil cleaning - wiping cloths_2015-07-16 - personnel - hygienic practices_2015-07-16 - personnel - smoking eating drinking_2015-07-16 - food labeling/protection - food protected from contamination_2016-04-06 - food source - consumer advisory_2016-04-06 - personnel - smoking eating drinking_2016-04-06 - equipment/utensil cleaning - mechanical_2016-04-06 - toilets/handwashing - soap and drying devices_2016-04-06 - water/sewage/plumbing - plumbing installed maintained_2016-04-06 - food labeling/protection - food protected from contamination_2016-04-06 - physical facilities - premises maintained_2019-05-21 - food source - consumer advisory provided for raw/undercooked food_2019-05-21 - personnel - certified food protection manager_2019-05-21 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-05-21 - food temperature control - proper cold holding temperatures_2019-05-21 - personnel - procedures for responding to vomiting and diarrheal events_
LOUISVILLE - HANA JAPANESE BISTRO - 1148-6 W DILLON RD,2014-07-29 - food source - cross contamination_2014-07-29 - equipment design/contstruction - non-food contact surfaces construction_2014-07-29 - food source - consumer advisory_2017-01-17 - food temperature control - cold hold at 41 degrees or less_
LOUISVILLE - HENRYS BAR AND GRILL - 935 PINE ST,2013-01-02 - water/sewage/plumbing - hot and cold water under pressure_2017-02-23 - toilets/handwashing - soap and drying devices_2017-02-23 - equipment/utensil cleaning - non-food contact surfaces cleaning_2017-02-23 - physical facilities - premises maintained_2017-02-23 - physical facilities - floors walls ceilings_
LOUISVILLE - HUCKLEBERRY - 700 MAIN ST,2013-05-07 - equipment/utensil cleaning - food contact surfaces cleaning_2013-05-07 - food temperature control - cold hold at 41 degrees or less_2013-05-07 - equipment design/contstruction - non-food contact surfaces construction_2013-05-07 - food labeling/protection - food protected from contamination_2013-05-07 - physical facilities - floors walls ceilings_2013-05-07 - food temperature control - hot hold at 135 degrees farenheit or greater_2013-05-07 - personnel - hands washed as needed_2013-05-07 - water/sewage/plumbing - backflow back siphonage_2013-05-07 - water/sewage/plumbing - plumbing installed maintained_2013-05-07 - equipment design/contstruction - food-contact surfaces construction_2013-05-07 - physical facilities - locker rooms_2013-05-07 - water/sewage/plumbing - hot and cold water under pressure_2013-05-07 - personnel - smoking eating drinking_2013-05-07 - utensils - single service articles stored dispensed used_2015-01-08 - physical facilities - floors walls ceilings_2015-01-08 - equipment design/contstruction - non-food contact surfaces construction_2015-01-08 - food labeling/protection - food protected from contamination_2015-01-08 - food labeling/protection - original container properly labeled_2015-01-08 - food source - consumer advisory_2015-01-08 - equipment/utensil cleaning - chemical test kits provided accessible_2017-08-22 - food temperature control - adequate equipment to maintain food temperatures_2017-08-22 - poisons/toxins - properly labeled_2017-08-22 - food temperature control - cold hold at 41 degrees or less_2017-08-22 - toilets/handwashing - soap and drying devices_
LOUISVILLE - JIMMY JOHNS - 994 W DILLON RD,2016-11-14 - food temperature control - food thermometer_2016-11-14 - food temperature control - cold hold at 41 degrees or less_2018-07-05 - poisons/toxins - properly labeled_2018-07-05 - food temperature control - cold hold at 41 degrees or less_2018-07-05 - food temperature control - food thermometer_2018-07-05 - poisons/toxins - properly stored_
